source,unit,value,count,ratio
tokenized_pedal3,tokens,106,7606,0.00254499242792813
tokenized_pedal3,tokens,107,7498,0.0025088552753885244
tokenized_pedal3,tokens,108,6962,0.0023295079257475205
tokenized_pedal3,tokens,109,6659,0.0022281231366780723
tokenized_pedal3,tokens,110,6591,0.0022053701147086912
tokenized_pedal3,tokens,111,5978,0.0020002583137200053
tokenized_pedal3,tokens,112,5979,0.002000592916984261
tokenized_pedal3,tokens,113,5482,0.0018342950946492254
tokenized_pedal3,tokens,114,4983,0.0016673280657856786
tokenized_pedal3,tokens,115,4936,0.001651601712365665
tokenized_pedal3,tokens,116,4790,0.001602749635784347
tokenized_pedal3,tokens,117,4194,0.0014033260902880063
tokenized_pedal3,tokens,118,4329,0.001448497530962513
tokenized_pedal3,tokens,119,4200,0.00140533370987354
tokenized_pedal3,tokens,120,3020,0.0010105018580519264
tokenized_pedal3,tokens,121,3585,0.001199552702356343
tokenized_pedal3,tokens,122,3152,0.0010546694889336662
tokenized_pedal3,tokens,123,2777,0.0009291932648378145
tokenized_pedal3,tokens,124,11731,0.0039252308929825
tokenized_pedal3,tokens,125,10961,0.003667586379505684
tokenized_pedal3,tokens,126,9973,0.0033369983544211464
tokenized_pedal3,tokens,127,1092926,0.3656966071898211
tokenized_pedal4,tokens,0,739994,0.247604407929562
tokenized_pedal4,tokens,1,0,0.0
tokenized_pedal4,tokens,2,0,0.0
tokenized_pedal4,tokens,3,0,0.0
tokenized_pedal4,tokens,4,0,0.0
tokenized_pedal4,tokens,5,0,0.0
tokenized_pedal4,tokens,6,0,0.0
tokenized_pedal4,tokens,7,0,0.0
tokenized_pedal4,tokens,8,2258,0.0007555341706891556
tokenized_pedal4,tokens,9,2442,0.0008171011713121869
tokenized_pedal4,tokens,10,3517,0.001176799680386962
tokenized_pedal4,tokens,11,2770,0.0009268510419880252
tokenized_pedal4,tokens,12,2593,0.0008676262642147832
tokenized_pedal4,tokens,13,2749,0.0009198243734386576
tokenized_pedal4,tokens,14,1926,0.0006444458869562948
tokenized_pedal4,tokens,15,2857,0.0009559615259782629
tokenized_pedal4,tokens,16,3492,0.0011684345987805719
tokenized_pedal4,tokens,17,3661,0.001224982550439769
tokenized_pedal4,tokens,18,3532,0.001181818729350796
tokenized_pedal4,tokens,19,3386,0.0011329666527694778
tokenized_pedal4,tokens,20,3767,0.0012604504964508633
tokenized_pedal4,tokens,21,3774,0.0012627927193006525
tokenized_pedal4,tokens,22,4088,0.0013678581442769123
tokenized_pedal4,tokens,23,3999,0.0013380784537581636
tokenized_pedal4,tokens,24,4282,0.0014327711775424996
tokenized_pedal4,tokens,25,3970,0.0013283749590947509
tokenized_pedal4,tokens,26,4429,0.0014819578573880736
tokenized_pedal4,tokens,27,4644,0.0015538975592030285
tokenized_pedal4,tokens,28,5073,0.001697442359568683
tokenized_pedal4,tokens,29,5523,0.0018480138284837052
tokenized_pedal4,tokens,30,5512,0.0018443331925768935
tokenized_pedal4,tokens,31,5302,0.0017740665070832165
tokenized_pedal4,tokens,32,6209,0.00207755166776305
tokenized_pedal4,tokens,33,5559,0.0018600595459969068
tokenized_pedal4,tokens,34,6283,0.0021023123093179647
tokenized_pedal4,tokens,35,6113,0.002045429754394512
tokenized_pedal4,tokens,36,7116,0.0023810368284428837
tokenized_pedal4,tokens,37,6765,0.0022635910826891664
tokenized_pedal4,tokens,38,6899,0.0023084279200994173
tokenized_pedal4,tokens,39,7127,0.002384717464349695
tokenized_pedal4,tokens,40,7825,0.002618270542800107
tokenized_pedal4,tokens,41,7951,0.0026604305540963136
tokenized_pedal4,tokens,42,8126,0.0027189861253410445
tokenized_pedal4,tokens,43,8091,0.002707275011092098
tokenized_pedal4,tokens,44,8505,0.0028458007624939186
tokenized_pedal4,tokens,45,8621,0.002884614741147569
tokenized_pedal4,tokens,46,9156,0.003063627487524317
tokenized_pedal4,tokens,47,9250,0.003095080194364344
tokenized_pedal4,tokens,48,9613,0.0032165411792891285
tokenized_pedal4,tokens,49,9526,0.003187430695298891
tokenized_pedal4,tokens,50,10455,0.003498277127792348
tokenized_pedal4,tokens,51,10642,0.003560847938208146
tokenized_pedal4,tokens,52,11380,0.0038077851472287823
tokenized_pedal4,tokens,53,11480,0.003841245473654343
tokenized_pedal4,tokens,54,12386,0.004144396031069921
tokenized_pedal4,tokens,55,12719,0.004255818918067037
tokenized_pedal4,tokens,56,13337,0.0044626037353770005
tokenized_pedal4,tokens,57,13656,0.004569342176674538
tokenized_pedal4,tokens,58,14576,0.004877177179789695
tokenized_pedal4,tokens,59,15342,0.005133483280209489
tokenized_pedal4,tokens,60,17113,0.005726065661206164
tokenized_pedal4,tokens,61,18392,0.006154023236189083
tokenized_pedal4,tokens,62,19673,0.006582650017700513
tokenized_pedal4,tokens,63,22221,0.007435219135023793
tokenized_pedal4,tokens,64,23717,0.007935785618350179
tokenized_pedal4,tokens,65,22002,0.007361941020151816
tokenized_pedal4,tokens,66,20451,0.006842971357291373
tokenized_pedal4,tokens,67,19555,0.0065431668325183516
tokenized_pedal4,tokens,68,17906,0.005991406049760859
tokenized_pedal4,tokens,69,17295,0.005786963455300684
tokenized_pedal4,tokens,70,16714,0.005592558958768178
tokenized_pedal4,tokens,71,16561,0.00554136465933707
tokenized_pedal4,tokens,72,16216,0.005425926533168887
tokenized_pedal4,tokens,73,15870,0.005310153803736448
tokenized_pedal4,tokens,74,15808,0.0052894084013526
tokenized_pedal4,tokens,75,15887,0.005315842059228793
tokenized_pedal4,tokens,76,15861,0.005307142374358148
tokenized_pedal4,tokens,77,15668,0.005242563944356815
tokenized_pedal4,tokens,78,15820,0.005293423640523667
tokenized_pedal4,tokens,79,15859,0.005306473167829636
tokenized_pedal4,tokens,80,15369,0.00514251756834439
tokenized_pedal4,tokens,81,15807,0.005289073798088345
tokenized_pedal4,tokens,82,15245,0.005101026763576695
tokenized_pedal4,tokens,83,15603,0.005220814732180201
tokenized_pedal4,tokens,84,14824,0.004960158789325085
tokenized_pedal4,tokens,85,14469,0.0048413746305143454
tokenized_pedal4,tokens,86,14820,0.004958820376268063
tokenized_pedal4,tokens,87,14672,0.0049092990931582335
tokenized_pedal4,tokens,88,13521,0.004524170736000032
tokenized_pedal4,tokens,89,12245,0.00409721697080988
tokenized_pedal4,tokens,90,12996,0.00434850402226584
tokenized_pedal4,tokens,91,12874,0.004307682424026656
tokenized_pedal4,tokens,92,12147,0.0040644258509128315
tokenized_pedal4,tokens,93,11734,0.003926234702775267
tokenized_pedal4,tokens,94,11686,0.0039101737460909974
tokenized_pedal4,tokens,95,11652,0.0038987972351063067
tokenized_pedal4,tokens,96,11525,0.003856302620545845
tokenized_pedal4,tokens,97,9905,0.0033142453324517653
tokenized_pedal4,tokens,98,10443,0.0034942618886212805
tokenized_pedal4,tokens,99,9446,0.0031606624341584426
tokenized_pedal4,tokens,100,9607,0.003214533559703595
tokenized_pedal4,tokens,101,9010,0.003014775410942999
tokenized_pedal4,tokens,102,8592,0.0028749112464841564
tokenized_pedal4,tokens,103,8441,0.0028243861535815597
tokenized_pedal4,tokens,104,8451,0.002827732186224116
tokenized_pedal4,tokens,105,7936,0.0026554115051324796
tokenized_pedal4,tokens,106,7638,0.0025556997323843093
tokenized_pedal4,tokens,107,7534,0.0025209009929017265
tokenized_pedal4,tokens,108,7022,0.0023495841216028567
tokenized_pedal4,tokens,109,6741,0.002255560604347032
tokenized_pedal4,tokens,110,6592,0.0022057047179729465
tokenized_pedal4,tokens,111,5996,0.0020062811724766063
tokenized_pedal4,tokens,112,5994,0.002005611965948095
tokenized_pedal4,tokens,113,5460,0.0018269338228356022
tokenized_pedal4,tokens,114,5076,0.0016984461693614497
tokenized_pedal4,tokens,115,5010,0.00167636235392058
tokenized_pedal4,tokens,116,4804,0.0016074340814839253
tokenized_pedal4,tokens,117,4309,0.001441805465677401
tokenized_pedal4,tokens,118,4355,0.0014571972158331588
tokenized_pedal4,tokens,119,4310,0.0014421400689416566
tokenized_pedal4,tokens,120,3071,0.0010275666245289623
tokenized_pedal4,tokens,121,3702,0.001238701284274249
tokenized_pedal4,tokens,122,3236,0.001082776163131137
tokenized_pedal4,tokens,123,2811,0.000940569775822505
tokenized_pedal4,tokens,124,11896,0.003980440431584674
tokenized_pedal4,tokens,125,11049,0.0036970314667601773
tokenized_pedal4,tokens,126,10098,0.003378823762453097
tokenized_pedal4,tokens,127,1096053,0.3667429115971484
