file,interval_index,event_sequence_index,slot_assignment,event_type,absolute_tick,absolute_time_sec,tau,previous_cc64,new_cc64,source_cc_event_index,ioi_duration_bin
2-0.mid,112,0,1,UP,31976,42.70294875,0.18978102189778073,64,62,689,100-250ms
2-0.mid,114,0,1,DOWN,32317,43.15834359375,0.45751633986927104,63,64,699,100-250ms
2-0.mid,118,0,1,UP,32651,43.60439015625,0.21951219512194806,66,57,720,100-250ms
2-0.mid,119,0,1,DOWN,32859,43.88216765625,0.536912751677847,63,65,725,100-250ms
2-0.mid,122,0,1,UP,33266,44.4257034375,0.7272727272725514,77,63,732,<100ms
2-0.mid,123,0,1,DOWN,33489,44.72351296875,0.7022653721682792,63,67,737,250-500ms
2-0.mid,126,0,1,UP,34001,45.40727296875,0.010152284263957883,66,50,743,500-1000ms
2-0.mid,127,0,1,DOWN,34490,46.0603171875,0.23023255813953497,62,69,747,500-1000ms
2-0.mid,129,0,1,UP,34854,46.5464278125,0.032432432432434495,65,58,756,500-1000ms
2-0.mid,129,1,2,DOWN,35149,46.94039109375,0.4310810810810848,63,64,762,500-1000ms
2-0.mid,131,0,1,UP,35646,47.6041190625,0.05290322580645013,64,44,772,>=1000ms
2-0.mid,131,1,2,DOWN,35883,47.92062515625,0.3587096774193531,62,64,778,>=1000ms
2-0.mid,133,0,1,UP,36425,48.64444921875,0.01184210526315607,66,58,793,>=1000ms
2-0.mid,133,1,2,DOWN,36662,48.9609553125,0.32368421052631496,62,65,798,>=1000ms
2-0.mid,135,0,1,UP,37203,49.68344390625,0.0601092896174776,65,56,809,250-500ms
2-0.mid,135,1,2,DOWN,37396,49.941189375,0.5874316939890729,63,64,814,250-500ms
2-0.mid,139,0,1,UP,37908,50.624949375,0.10869565217389628,69,61,823,100-250ms
2-0.mid,141,0,1,DOWN,38308,51.159136875,0.27763496143958794,60,66,827,500-1000ms
2-0.mid,143,0,1,UP,38642,51.6051834375,0.05962059620596702,66,54,833,250-500ms
2-0.mid,144,0,1,DOWN,39109,52.22884734375,0.2739726027397192,63,70,836,500-1000ms
2-0.mid,146,0,1,UP,39479,52.72297078125,0.034615384615386005,65,56,843,>=1000ms
2-0.mid,146,1,2,DOWN,39775,53.11826953125,0.41410256410256735,63,65,848,>=1000ms
2-0.mid,148,0,1,UP,40288,53.803365,0.04590570719602911,64,47,857,>=1000ms
2-0.mid,148,1,2,DOWN,40577,54.18931546875,0.4044665012406967,63,65,864,>=1000ms
2-0.mid,150,0,1,UP,41111,54.90245578125,0.05633802816901153,68,62,875,>=1000ms
2-0.mid,150,1,2,DOWN,41370,55.2483421875,0.3603286384976525,62,64,880,>=1000ms
2-0.mid,152,0,1,UP,41933,56.00021109375,0.011019283746569354,66,60,894,250-500ms
2-0.mid,152,1,2,DOWN,42147,56.28600140625,0.6005509641873336,60,64,898,250-500ms
2-0.mid,156,0,1,UP,42666,56.9791096875,0.014925373134325988,65,48,908,100-250ms
2-0.mid,158,0,1,DOWN,42985,57.40512421875,0.22857142857139381,61,64,912,100-250ms
2-0.mid,160,0,1,UP,43327,57.86185453125,0.9512195121951346,65,38,921,<100ms
2-0.mid,161,0,1,DOWN,43534,58.1382965625,0.6634304207119747,62,65,925,250-500ms
2-0.mid,166,0,1,UP,44001,58.76196046875,0.6333333333332211,78,63,932,<100ms
2-0.mid,169,0,1,DOWN,44557,59.50448109375,0.39884393063583834,60,64,936,250-500ms
2-0.mid,169,1,2,UP,44735,59.74219453125,0.9132947976878593,64,63,947,250-500ms
2-0.mid,177,0,1,DOWN,45751,61.09903078125,0.44262295081967135,63,66,973,500-1000ms
2-0.mid,179,0,1,UP,46276,61.800151875,0.3939393939393304,65,49,979,<100ms
2-0.mid,181,0,1,DOWN,46581,62.20746984375,0.7349081364829385,63,66,984,500-1000ms
2-0.mid,182,0,1,UP,47085,62.88054609375,0.9926108374384248,72,54,990,500-1000ms
2-0.mid,183,0,1,DOWN,47219,63.05949890625,0.17035110533160006,59,65,993,>=1000ms
2-0.mid,184,0,1,UP,47908,63.979636875,0.30722891566263344,64,0,999,100-250ms
2-0.mid,184,1,2,DOWN,47997,64.09849359375,0.8433734939759288,62,64,1003,100-250ms
2-0.mid,190,0,1,UP,48583,64.88107828125,0.09589041095889013,64,51,1013,100-250ms
2-0.mid,197,0,1,DOWN,49755,66.44624765625,0.5132978723404095,62,64,1023,500-1000ms
2-0.mid,197,1,2,UP,49933,66.68396109375,0.9867021276595763,65,63,1035,500-1000ms
2-0.mid,201,0,1,DOWN,50325,67.20746484375,0.4099378881987697,59,64,1041,100-250ms
2-0.mid,204,0,1,UP,50623,67.60543453125,0.21153846153843267,65,20,1048,100-250ms
2-0.mid,205,0,1,DOWN,50770,67.8017484375,0.14545454545452668,62,65,1052,100-250ms
2-0.mid,207,0,1,UP,51192,68.36531625,0.7225433526011902,65,63,1062,100-250ms
2-0.mid,211,0,1,DOWN,51726,69.0784565625,0.3256997455470568,56,66,1066,500-1000ms
2-0.mid,212,0,1,UP,52016,69.4657425,0.862068965517292,64,51,1072,<100ms
2-0.mid,214,0,1,DOWN,52534,70.1575153125,0.28985507246374914,59,66,1076,500-1000ms
2-0.mid,214,1,2,UP,52794,70.5047371875,0.9178743961352527,67,56,1083,500-1000ms
2-0.mid,216,0,1,DOWN,53269,71.13908484375,0.5451030927835052,61,64,1088,>=1000ms
2-0.mid,218,0,1,UP,53661,71.66258859375,0.049006622516562785,67,62,1099,>=1000ms
2-0.mid,218,1,2,DOWN,54002,72.1179834375,0.500662251655636,63,65,1104,>=1000ms
2-0.mid,221,0,1,UP,54440,72.70291875,0.0064102564102553605,74,63,1114,>=1000ms
2-0.mid,221,1,2,DOWN,54647,72.97936078125,0.2717948717948682,63,66,1119,>=1000ms
2-0.mid,223,0,1,UP,55233,73.76194546875,0.028571428571423835,71,60,1126,500-1000ms
2-0.mid,223,1,2,DOWN,55381,73.95959484375,0.4129870129869998,60,65,1130,500-1000ms
2-0.mid,227,0,1,UP,55965,74.73950859375,0.7608695652174466,66,53,1136,<100ms
2-0.mid,229,0,1,DOWN,56203,75.05735015625,0.6211699164345372,61,65,1140,250-500ms
2-0.mid,232,0,1,UP,56730,75.7611421875,0.03409090909090394,64,0,1146,250-500ms
2-0.mid,232,1,2,DOWN,56939,76.04025515625,0.6278409090909048,62,65,1150,250-500ms
2-0.mid,234,0,1,UP,57434,76.7013121875,0.6999999999996276,72,60,1157,<100ms
2-0.mid,237,0,1,DOWN,57872,77.2862475,0.31460674157304647,62,65,1161,250-500ms
2-0.mid,240,0,1,UP,58183,77.70157828125,0.10679611650483598,67,57,1168,250-500ms
2-0.mid,241,0,1,DOWN,58576,78.2264175,0.2853658536585181,63,65,1173,500-1000ms
2-0.mid,242,0,1,UP,58888,78.64308375,0.24050632911389166,70,63,1179,100-250ms
2-0.mid,244,0,1,DOWN,59169,79.01835046875,0.27735368956742934,63,65,1184,>=1000ms
2-0.mid,245,0,1,UP,59770,79.8209671875,0.1746031746032014,67,0,1194,250-500ms
2-0.mid,245,1,2,DOWN,59917,80.01728109375,0.9523809523809604,60,64,1197,250-500ms
2-0.mid,250,0,1,UP,60415,80.68234453125,0.0,69,59,1206,100-250ms
