scope,file,method,boundaries,class,ioi_count,ioi_proportion_among_on_iois,on_duration_sec,on_duration_proportion,representative_time_weighted_median_cc64
per_file,21-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,232,0.04929876753081173,20.446026562499945,0.05064538964862475,81.0
per_file,21-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4474,0.9507012324691883,383.26350562499994,0.9493546103513752,127.0
per_file,21-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-4.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,232,0.04929876753081173,20.446026562499945,0.05064538964862475,81.0
per_file,21-4.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4474,0.9507012324691883,383.26350562499994,0.9493546103513752,127.0
per_file,21-4.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-5.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,232,0.04929876753081173,20.446026562499945,0.05064538964862475,81.0
per_file,21-5.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4474,0.9507012324691883,383.26350562499994,0.9493546103513752,127.0
per_file,21-5.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-6.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,232,0.04929876753081173,20.446026562499945,0.05064538964862475,81.0
per_file,21-6.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4474,0.9507012324691883,383.26350562499994,0.9493546103513752,127.0
per_file,21-6.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-7.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-7.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-7.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-8.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-8.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-8.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-9.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-9.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-9.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-10.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-10.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-10.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-11.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-11.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-11.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-12.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-12.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-12.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-13.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-13.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-13.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,21-14.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,444,0.09904082087887575,38.72859375000019,0.10631277952929154,78.0
per_file,21-14.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,4039,0.9009591791211242,325.5605718749998,0.8936872204707085,127.0
per_file,21-14.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,22-0.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,358,0.24878387769284224,22.738281249999904,0.17031589829615768,74.0
per_file,22-0.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,1081,0.7512161223071577,110.76822916666669,0.8296841017038422,127.0
per_file,22-0.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,22-1.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,358,0.24878387769284224,22.738281249999904,0.17031589829615768,74.0
per_file,22-1.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,1081,0.7512161223071577,110.76822916666669,0.8296841017038422,127.0
per_file,22-1.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,22-2.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,802,0.521117608836907,57.56510416666678,0.4683510779172635,84.0
per_file,22-2.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,737,0.4788823911630929,65.34505208333323,0.5316489220827366,127.0
per_file,22-2.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
per_file,22-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,LIGHT,802,0.521117608836907,57.56510416666678,0.4683510779172635,84.0
per_file,22-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,MEDIUM,737,0.4788823911630929,65.34505208333323,0.5316489220827366,127.0
per_file,22-3.mid,time_weighted_tertile,64<=LIGHT<=122;122<MEDIUM<=127;127<DEEP<=127,DEEP,0,0.0,0.0,0.0,
