file,interval_index,onset_start_sec,onset_end_sec,ioi_duration_sec,ioi_duration_ms,transition_count,event_types,event_absolute_times_sec,event_relative_times_tau
6-3.mid,534,131.69003925,133.193242875,1.5032036249999976,1503.2036249999976,3,UP|DOWN|UP,131.702859750|131.871663000|132.206064375,0.008528785|0.120824449|0.343283582
6-3.mid,546,134.7648225,137.857768125,3.0929456249999987,3092.9456249999985,3,UP|DOWN|UP,134.925078750|136.538325000|137.676144375,0.051813472|0.573402418|0.941278066
6-3.mid,1394,202.024370625,203.485907625,1.4615370000000212,1461.5370000000212,4,UP|DOWN|UP|DOWN,202.156849125|202.373729250|203.155779750|203.413258125,0.090643275|0.239035088|0.774122807|0.950292398
6-3.mid,1451,210.49765275,213.763675125,3.2660223750000057,3266.022375000006,4,UP|DOWN|UP|DOWN,210.634404750|210.880131000|211.781839500|212.413249125,0.041871115|0.117108276|0.393195944|0.586522735
6-3.mid,1468,216.66645,220.011532125,3.3450821250000047,3345.0821250000045,3,UP|DOWN|UP,216.872646375|217.349141625|219.168584250,0.061641648|0.204088151|0.748003833
6-3.mid,1855,244.819199625,247.0467615,2.227561874999992,2227.561874999992,3,DOWN|UP|DOWN,244.839498750|245.134370250|246.975180375,0.009112710|0.141486811|0.967865707
6-3.mid,3055,344.7902535,346.287046875,1.4967933749999816,1496.7933749999816,4,UP|DOWN|UP|DOWN,344.936620875|345.135338625|345.816961875|346.213329000,0.097787295|0.230549607|0.685938615|0.950749465
6-3.mid,3112,354.68126925,358.62570975,3.9444404999999847,3944.4404999999847,4,UP|DOWN|UP|DOWN,354.876781875|355.037038125|356.015669625|356.974002000,0.049566631|0.090195016|0.338299025|0.581256771
6-3.mid,3129,361.524211125,365.529549,4.005337874999952,4005.3378749999524,4,UP|DOWN|UP|DOWN,361.700493000|362.048783250|363.480405750|364.807327500,0.044011736|0.130968258|0.488396906|0.819685249
6-3.mid,3821,424.733549625,425.919445875,1.1858962499999848,1185.8962499999848,3,DOWN|UP|DOWN,424.762395750|425.048720250|425.868163875,0.024324324|0.265765766|0.956756757
6-4.mid,43,11.118578625,13.364302875,2.2457242500000003,2245.72425,4,UP|DOWN|UP|DOWN,11.219005875|11.477552625|12.219004875|13.098277500,0.044719315|0.159847764|0.490009515|0.881541389
6-4.mid,64,16.06836,20.77989375,4.711533750000001,4711.5337500000005,4,UP|DOWN|UP|DOWN,16.275624750|16.710453375|19.876048500|20.707244250,0.043990930|0.136281179|0.808163265|0.984580499
6-4.mid,113,29.60467125,31.59612225,1.9914510000000014,1991.4510000000014,4,UP|DOWN|UP|DOWN,29.699756625|29.945482875|30.577960875|31.339712250,0.047746781|0.171137339|0.488733906|0.871244635
6-4.mid,133,34.0384275,38.60038875,4.561961250000003,4561.961250000003,4,UP|DOWN|UP|DOWN,34.238213625|34.657016625|37.729663125|38.274534375,0.043793911|0.135597190|0.809133489|0.928571429
6-4.mid,323,79.366373625,80.227483875,0.8611102500000101,861.1102500000101,3,UP|DOWN|UP,79.398424875|79.439023125|79.695433125,0.037220844|0.084367246|0.382133995
6-4.mid,534,131.69003925,133.193242875,1.5032036249999976,1503.2036249999976,3,UP|DOWN|UP,131.702859750|131.871663000|132.206064375,0.008528785|0.120824449|0.343283582
6-4.mid,546,134.7648225,137.857768125,3.0929456249999987,3092.9456249999985,3,UP|DOWN|UP,134.925078750|136.538325000|137.676144375,0.051813472|0.573402418|0.941278066
6-4.mid,1394,202.024370625,203.485907625,1.4615370000000212,1461.5370000000212,4,UP|DOWN|UP|DOWN,202.156849125|202.373729250|203.155779750|203.413258125,0.090643275|0.239035088|0.774122807|0.950292398
6-4.mid,1451,210.49765275,213.763675125,3.2660223750000057,3266.022375000006,4,UP|DOWN|UP|DOWN,210.634404750|210.880131000|211.781839500|212.413249125,0.041871115|0.117108276|0.393195944|0.586522735
6-4.mid,1468,216.66645,220.011532125,3.3450821250000047,3345.0821250000045,3,UP|DOWN|UP,216.872646375|217.349141625|219.168584250,0.061641648|0.204088151|0.748003833
6-4.mid,1855,244.819199625,247.0467615,2.227561874999992,2227.561874999992,3,DOWN|UP|DOWN,244.839498750|245.134370250|246.975180375,0.009112710|0.141486811|0.967865707
6-4.mid,3055,344.7902535,346.287046875,1.4967933749999816,1496.7933749999816,4,UP|DOWN|UP|DOWN,344.936620875|345.135338625|345.816961875|346.213329000,0.097787295|0.230549607|0.685938615|0.950749465
6-4.mid,3112,354.68126925,358.62570975,3.9444404999999847,3944.4404999999847,4,UP|DOWN|UP|DOWN,354.876781875|355.037038125|356.015669625|356.974002000,0.049566631|0.090195016|0.338299025|0.581256771
6-4.mid,3129,361.524211125,365.529549,4.005337874999952,4005.3378749999524,4,UP|DOWN|UP|DOWN,361.700493000|362.048783250|363.480405750|364.807327500,0.044011736|0.130968258|0.488396906|0.819685249
6-4.mid,3821,424.733549625,425.919445875,1.1858962499999848,1185.8962499999848,3,DOWN|UP|DOWN,424.762395750|425.048720250|425.868163875,0.024324324|0.265765766|0.956756757
6-5.mid,43,9.374990625,10.9428309375,1.5678403124999996,1567.8403124999995,4,UP|DOWN|UP|DOWN,9.425738437|9.723547969|10.149562500|10.783910156,0.032367973|0.222316865|0.494037479|0.898637138
6-5.mid,62,12.8498803125,16.10174671875,3.2518664062500005,3251.8664062500006,4,UP|DOWN|UP|DOWN,13.149025312|13.623116719|15.662377500|16.038979687,0.091991786|0.237782341|0.864887064|0.980698152
6-5.mid,109,22.6709175,24.1479459375,1.4770284374999996,1477.0284374999997,4,UP|DOWN|UP|DOWN,22.783096875|22.980746250|23.466856875|23.981012344,0.075949367|0.209764919|0.538878843|0.886980108
6-5.mid,127,25.913435625,28.91690484375,3.0034692187499985,3003.4692187499986,4,UP|DOWN|UP|DOWN,26.147142656|26.842921875|28.623101719|28.860815156,0.077812361|0.309470876|0.902178746|0.981325033
6-5.mid,311,63.69251109375,64.5111534375,0.8186423437499997,818.6423437499997,3,UP|DOWN|UP,63.721891406|63.800684062|63.900844219,0.035889070|0.132137031|0.254486134
6-5.mid,520,111.90827484375,113.42002546875,1.5117506250000048,1511.7506250000047,3,UP|DOWN|UP,111.977719219|112.284877031|112.718904375,0.045936396|0.249116608|0.536219081
6-5.mid,1367,177.665420625,179.00489578125,1.3394751562500176,1339.4751562500176,4,UP|DOWN|UP|DOWN,177.736200469|177.993945938|178.637641875|178.875355313,0.052841476|0.245264207|0.725822532|0.903290130
6-5.mid,1422,186.37935421875,189.20253515625,2.8231809375000125,2823.1809375000125,4,UP|DOWN|UP|DOWN,186.478178906|186.755956406|187.260763594|187.657397812,0.035004730|0.133396405|0.312204352|0.452696310
6-5.mid,1440,191.8454278125,194.300019375,2.4545915625000134,2454.5915625000134,4,UP|DOWN|UP|DOWN,192.013696875|192.498472031|193.577530781|194.221226719,0.068552775|0.266050054|0.705658324|0.967899891
6-5.mid,1826,217.75485703125,220.01981203125,2.2649550000000147,2264.9550000000145,3,DOWN|UP|DOWN,217.793585625|218.011267031|219.834181875,0.017099057|0.113207547|0.918042453
6-5.mid,3028,312.12442078125,313.39845796875,1.274037187499971,1274.037187499971,4,UP|DOWN|UP|DOWN,312.256632187|312.474313594|313.049900625|313.335690937,0.103773585|0.274633124|0.726415094|0.950733753
6-5.mid,3088,321.42195421875,324.40539140625,2.9834371874999874,2983.4371874999874,4,UP|DOWN|UP|DOWN,321.492734063|321.710415469|322.255286719|322.888298906,0.023724261|0.096687556|0.279319606|0.491495076
6-5.mid,3105,326.87066671875,330.48444515625,3.6137784375000024,3613.7784375000024,4,UP|DOWN|UP|DOWN,327.077664375|327.455602031|328.572053906|328.928624062,0.057280118|0.161862528|0.470805617|0.569475240
6-5.mid,3773,388.2928809375,389.299824375,1.0069434375000128,1006.9434375000128,3,DOWN|UP|DOWN,388.332945000|388.510562344|389.291811563,0.039787798|0.216180371|0.992042440
6-5.mid,3784,390.46835953125,391.5941596875,1.1258001562500226,1125.8001562500226,3,DOWN|UP|DOWN,390.491062500|390.668679844|391.550089219,0.020166074|0.177935943|0.960854093
6-6.mid,43,9.374990625,10.9428309375,1.5678403124999996,1567.8403124999995,4,UP|DOWN|UP|DOWN,9.425738437|9.723547969|10.149562500|10.783910156,0.032367973|0.222316865|0.494037479|0.898637138
6-6.mid,62,12.8498803125,16.10174671875,3.2518664062500005,3251.8664062500006,4,UP|DOWN|UP|DOWN,13.149025312|13.623116719|15.662377500|16.038979687,0.091991786|0.237782341|0.864887064|0.980698152
6-6.mid,109,22.6709175,24.1479459375,1.4770284374999996,1477.0284374999997,4,UP|DOWN|UP|DOWN,22.783096875|22.980746250|23.466856875|23.981012344,0.075949367|0.209764919|0.538878843|0.886980108
6-6.mid,127,25.913435625,28.91690484375,3.0034692187499985,3003.4692187499986,4,UP|DOWN|UP|DOWN,26.147142656|26.842921875|28.623101719|28.860815156,0.077812361|0.309470876|0.902178746|0.981325033
6-6.mid,311,63.69251109375,64.5111534375,0.8186423437499997,818.6423437499997,3,UP|DOWN|UP,63.721891406|63.800684062|63.900844219,0.035889070|0.132137031|0.254486134
6-6.mid,520,111.90827484375,113.42002546875,1.5117506250000048,1511.7506250000047,3,UP|DOWN|UP,111.977719219|112.284877031|112.718904375,0.045936396|0.249116608|0.536219081
6-6.mid,1367,177.665420625,179.00489578125,1.3394751562500176,1339.4751562500176,4,UP|DOWN|UP|DOWN,177.736200469|177.993945938|178.637641875|178.875355313,0.052841476|0.245264207|0.725822532|0.903290130
6-6.mid,1422,186.37935421875,189.20253515625,2.8231809375000125,2823.1809375000125,4,UP|DOWN|UP|DOWN,186.478178906|186.755956406|187.260763594|187.657397812,0.035004730|0.133396405|0.312204352|0.452696310
6-6.mid,1440,191.8454278125,194.300019375,2.4545915625000134,2454.5915625000134,4,UP|DOWN|UP|DOWN,192.013696875|192.498472031|193.577530781|194.221226719,0.068552775|0.266050054|0.705658324|0.967899891
6-6.mid,1826,217.75485703125,220.01981203125,2.2649550000000147,2264.9550000000145,3,DOWN|UP|DOWN,217.793585625|218.011267031|219.834181875,0.017099057|0.113207547|0.918042453
6-6.mid,3028,312.12442078125,313.39845796875,1.274037187499971,1274.037187499971,4,UP|DOWN|UP|DOWN,312.256632187|312.474313594|313.049900625|313.335690937,0.103773585|0.274633124|0.726415094|0.950733753
6-6.mid,3088,321.42195421875,324.40539140625,2.9834371874999874,2983.4371874999874,4,UP|DOWN|UP|DOWN,321.492734063|321.710415469|322.255286719|322.888298906,0.023724261|0.096687556|0.279319606|0.491495076
6-6.mid,3105,326.87066671875,330.48444515625,3.6137784375000024,3613.7784375000024,4,UP|DOWN|UP|DOWN,327.077664375|327.455602031|328.572053906|328.928624062,0.057280118|0.161862528|0.470805617|0.569475240
6-6.mid,3773,388.2928809375,389.299824375,1.0069434375000128,1006.9434375000128,3,DOWN|UP|DOWN,388.332945000|388.510562344|389.291811563,0.039787798|0.216180371|0.992042440
6-6.mid,3784,390.46835953125,391.5941596875,1.1258001562500226,1125.8001562500226,3,DOWN|UP|DOWN,390.491062500|390.668679844|391.550089219,0.020166074|0.177935943|0.960854093
6-7.mid,43,9.374990625,10.9428309375,1.5678403124999996,1567.8403124999995,4,UP|DOWN|UP|DOWN,9.425738437|9.723547969|10.149562500|10.783910156,0.032367973|0.222316865|0.494037479|0.898637138
6-7.mid,62,12.8498803125,16.10174671875,3.2518664062500005,3251.8664062500006,4,UP|DOWN|UP|DOWN,13.149025312|13.623116719|15.662377500|16.038979687,0.091991786|0.237782341|0.864887064|0.980698152
6-7.mid,109,22.6709175,24.1479459375,1.4770284374999996,1477.0284374999997,4,UP|DOWN|UP|DOWN,22.783096875|22.980746250|23.466856875|23.981012344,0.075949367|0.209764919|0.538878843|0.886980108
6-7.mid,127,25.913435625,28.91690484375,3.0034692187499985,3003.4692187499986,4,UP|DOWN|UP|DOWN,26.147142656|26.842921875|28.623101719|28.860815156,0.077812361|0.309470876|0.902178746|0.981325033
6-7.mid,311,63.69251109375,64.5111534375,0.8186423437499997,818.6423437499997,3,UP|DOWN|UP,63.721891406|63.800684062|63.900844219,0.035889070|0.132137031|0.254486134
6-7.mid,520,111.90827484375,113.42002546875,1.5117506250000048,1511.7506250000047,3,UP|DOWN|UP,111.977719219|112.284877031|112.718904375,0.045936396|0.249116608|0.536219081
6-7.mid,1367,177.665420625,179.00489578125,1.3394751562500176,1339.4751562500176,4,UP|DOWN|UP|DOWN,177.736200469|177.993945938|178.637641875|178.875355313,0.052841476|0.245264207|0.725822532|0.903290130
6-7.mid,1422,186.37935421875,189.20253515625,2.8231809375000125,2823.1809375000125,4,UP|DOWN|UP|DOWN,186.478178906|186.755956406|187.260763594|187.657397812,0.035004730|0.133396405|0.312204352|0.452696310
6-7.mid,1440,191.8454278125,194.300019375,2.4545915625000134,2454.5915625000134,4,UP|DOWN|UP|DOWN,192.013696875|192.498472031|193.577530781|194.221226719,0.068552775|0.266050054|0.705658324|0.967899891
6-7.mid,1826,217.75485703125,220.01981203125,2.2649550000000147,2264.9550000000145,3,DOWN|UP|DOWN,217.793585625|218.011267031|219.834181875,0.017099057|0.113207547|0.918042453
6-7.mid,3028,312.12442078125,313.39845796875,1.274037187499971,1274.037187499971,4,UP|DOWN|UP|DOWN,312.256632187|312.474313594|313.049900625|313.335690937,0.103773585|0.274633124|0.726415094|0.950733753
6-7.mid,3088,321.42195421875,324.40539140625,2.9834371874999874,2983.4371874999874,4,UP|DOWN|UP|DOWN,321.492734063|321.710415469|322.255286719|322.888298906,0.023724261|0.096687556|0.279319606|0.491495076
6-7.mid,3105,326.87066671875,330.48444515625,3.6137784375000024,3613.7784375000024,4,UP|DOWN|UP|DOWN,327.077664375|327.455602031|328.572053906|328.928624062,0.057280118|0.161862528|0.470805617|0.569475240
6-7.mid,3773,388.2928809375,389.299824375,1.0069434375000128,1006.9434375000128,3,DOWN|UP|DOWN,388.332945000|388.510562344|389.291811563,0.039787798|0.216180371|0.992042440
6-7.mid,3784,390.46835953125,391.5941596875,1.1258001562500226,1125.8001562500226,3,DOWN|UP|DOWN,390.491062500|390.668679844|391.550089219,0.020166074|0.177935943|0.960854093
6-8.mid,43,9.374990625,10.9428309375,1.5678403124999996,1567.8403124999995,4,UP|DOWN|UP|DOWN,9.425738437|9.723547969|10.149562500|10.783910156,0.032367973|0.222316865|0.494037479|0.898637138
6-8.mid,62,12.8498803125,16.10174671875,3.2518664062500005,3251.8664062500006,4,UP|DOWN|UP|DOWN,13.149025312|13.623116719|15.662377500|16.038979687,0.091991786|0.237782341|0.864887064|0.980698152
6-8.mid,109,22.6709175,24.1479459375,1.4770284374999996,1477.0284374999997,4,UP|DOWN|UP|DOWN,22.783096875|22.980746250|23.466856875|23.981012344,0.075949367|0.209764919|0.538878843|0.886980108
6-8.mid,127,25.913435625,28.91690484375,3.0034692187499985,3003.4692187499986,4,UP|DOWN|UP|DOWN,26.147142656|26.842921875|28.623101719|28.860815156,0.077812361|0.309470876|0.902178746|0.981325033
6-8.mid,311,63.69251109375,64.5111534375,0.8186423437499997,818.6423437499997,3,UP|DOWN|UP,63.721891406|63.800684062|63.900844219,0.035889070|0.132137031|0.254486134
6-8.mid,520,111.90827484375,113.42002546875,1.5117506250000048,1511.7506250000047,3,UP|DOWN|UP,111.977719219|112.284877031|112.718904375,0.045936396|0.249116608|0.536219081
6-8.mid,1367,177.665420625,179.00489578125,1.3394751562500176,1339.4751562500176,4,UP|DOWN|UP|DOWN,177.736200469|177.993945938|178.637641875|178.875355313,0.052841476|0.245264207|0.725822532|0.903290130
6-8.mid,1422,186.37935421875,189.20253515625,2.8231809375000125,2823.1809375000125,4,UP|DOWN|UP|DOWN,186.478178906|186.755956406|187.260763594|187.657397812,0.035004730|0.133396405|0.312204352|0.452696310
6-8.mid,1440,191.8454278125,194.300019375,2.4545915625000134,2454.5915625000134,4,UP|DOWN|UP|DOWN,192.013696875|192.498472031|193.577530781|194.221226719,0.068552775|0.266050054|0.705658324|0.967899891
6-8.mid,1826,217.75485703125,220.01981203125,2.2649550000000147,2264.9550000000145,3,DOWN|UP|DOWN,217.793585625|218.011267031|219.834181875,0.017099057|0.113207547|0.918042453
